Although this program will describe the degrees of freedom in the 
problem, it will do so using the typedef for the elements. This is 
not neccesarily human readable, but there is a solution.
Pipe your program's output through c++filt, with the argument -t.
e.g. "./two_d_multi_poisson | c++filt -t > ReadableOutput.txt".
 (Disregarding the quotes)


Classifying Global Equation Numbers
--------------------------------------------------------------------------------
Eqn: 193 | Value 5 of Node 0 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 194 | Value 6 of Node 0 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 195 | Value 7 of Node 0 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 390 | Value 0 of Node 1 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 391 | Value 1 of Node 1 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 392 | Value 2 of Node 1 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 393 | Value 3 of Node 1 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 394 | Value 4 of Node 1 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 395 | Value 5 of Node 1 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 396 | Value 6 of Node 1 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 196 | Value 0 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 197 | Value 1 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 198 | Value 2 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 199 | Value 3 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 200 | Value 4 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 201 | Value 5 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 202 | Value 6 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 203 | Value 7 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 196 | Value 0 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 197 | Value 1 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 198 | Value 2 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 199 | Value 3 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 200 | Value 4 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 201 | Value 5 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 202 | Value 6 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 203 | Value 7 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 397 | Value 0 of Node 1 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 398 | Value 1 of Node 1 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 399 | Value 2 of Node 1 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 400 | Value 3 of Node 1 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 401 | Value 4 of Node 1 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 402 | Value 5 of Node 1 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 403 | Value 6 of Node 1 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 204 | Value 0 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 205 | Value 1 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 206 | Value 2 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 207 | Value 3 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 208 | Value 4 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 209 | Value 5 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 210 | Value 6 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 211 | Value 7 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 204 | Value 0 of Node 0 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 205 | Value 1 of Node 0 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 206 | Value 2 of Node 0 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 207 | Value 3 of Node 0 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 208 | Value 4 of Node 0 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 209 | Value 5 of Node 0 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 210 | Value 6 of Node 0 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 211 | Value 7 of Node 0 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 404 | Value 0 of Node 1 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 405 | Value 1 of Node 1 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 406 | Value 2 of Node 1 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 407 | Value 3 of Node 1 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 408 | Value 4 of Node 1 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 409 | Value 5 of Node 1 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 410 | Value 6 of Node 1 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 212 | Value 0 of Node 2 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 213 | Value 1 of Node 2 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 214 | Value 2 of Node 2 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 215 | Value 3 of Node 2 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 216 | Value 4 of Node 2 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 217 | Value 5 of Node 2 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 218 | Value 6 of Node 2 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 219 | Value 7 of Node 2 in Element3 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 212 | Value 0 of Node 0 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 213 | Value 1 of Node 0 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 214 | Value 2 of Node 0 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 215 | Value 3 of Node 0 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 216 | Value 4 of Node 0 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 217 | Value 5 of Node 0 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 218 | Value 6 of Node 0 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 219 | Value 7 of Node 0 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 411 | Value 0 of Node 1 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 412 | Value 1 of Node 1 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 413 | Value 2 of Node 1 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 414 | Value 3 of Node 1 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 415 | Value 4 of Node 1 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 416 | Value 5 of Node 1 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 417 | Value 6 of Node 1 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 220 | Value 0 of Node 2 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 221 | Value 1 of Node 2 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 222 | Value 2 of Node 2 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 223 | Value 3 of Node 2 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 224 | Value 4 of Node 2 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 225 | Value 5 of Node 2 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 226 | Value 6 of Node 2 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 227 | Value 7 of Node 2 in Element4 [N5oomph28ImposeImpenetrabilityElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 0 | Value 0 of Node 0 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 1 | Value 1 of Node 0 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 2 | Value 2 of Node 0 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 3 | Value 3 of Node 0 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 4 | Value 4 of Node 0 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 5 | Value 5 of Node 0 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 6 | Value 6 of Node 0 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 7 | Value 7 of Node 0 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 8 | Value 8 of Node 0 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 228 | Value 0 of Node 1 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 229 | Value 1 of Node 1 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 230 | Value 2 of Node 1 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 231 | Value 3 of Node 1 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 232 | Value 4 of Node 1 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 233 | Value 5 of Node 1 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 234 | Value 6 of Node 1 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 9 | Value 0 of Node 2 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 10 | Value 1 of Node 2 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 11 | Value 2 of Node 2 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 12 | Value 3 of Node 2 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 13 | Value 4 of Node 2 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 14 | Value 5 of Node 2 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 15 | Value 6 of Node 2 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 16 | Value 7 of Node 2 in Element0 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 17 | Value 0 of Node 0 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 18 | Value 1 of Node 0 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 19 | Value 2 of Node 0 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 20 | Value 3 of Node 0 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 21 | Value 4 of Node 0 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 22 | Value 5 of Node 0 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 23 | Value 6 of Node 0 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 24 | Value 7 of Node 0 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 235 | Value 0 of Node 1 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 236 | Value 1 of Node 1 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 237 | Value 2 of Node 1 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 238 | Value 3 of Node 1 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 239 | Value 4 of Node 1 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 240 | Value 5 of Node 1 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 241 | Value 6 of Node 1 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 9 | Value 0 of Node 2 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 10 | Value 1 of Node 2 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 11 | Value 2 of Node 2 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 12 | Value 3 of Node 2 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 13 | Value 4 of Node 2 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 14 | Value 5 of Node 2 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 15 | Value 6 of Node 2 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 16 | Value 7 of Node 2 in Element1 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 25 | Value 0 of Node 0 in Element2 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 26 | Value 1 of Node 0 in Element2 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 27 | Value 2 of Node 0 in Element2 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 28 | Value 3 of Node 0 in Element2 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 29 | Value 4 of Node 0 in Element2 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 30 | Value 5 of Node 0 in Element2 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 31 | Value 6 of Node 0 in Element2 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 32 | Value 7 of Node 0 in Element2 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 242 | Value 0 of Node 1 in Element2 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 243 | Value 1 of Node 1 in Element2 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 244 | Value 2 of Node 1 in Element2 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 245 | Value 3 of Node 1 in Element2 [N5oomph35AxisymmetricNavierStokesSlipElementINS_33SingularAxisymNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
