Although this program will describe the degrees of freedom in the 
problem, it will do so using the typedef for the elements. This is 
not neccesarily human readable, but there is a solution.
Pipe your program's output through c++filt, with the argument -t.
e.g. "./two_d_multi_poisson | c++filt -t > ReadableOutput.txt".
 (Disregarding the quotes)


Classifying Global Equation Numbers
--------------------------------------------------------------------------------
Eqn: 1 | Value 1 of Node 0 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 2 | Value 2 of Node 0 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 3 | Value 3 of Node 0 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 4 | Value 4 of Node 0 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 5 | Value 5 of Node 0 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 6 | Value 6 of Node 0 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 316 | Value 0 of Node 1 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 317 | Value 1 of Node 1 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 318 | Value 2 of Node 1 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 319 | Value 3 of Node 1 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 320 | Value 4 of Node 1 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 321 | Value 5 of Node 1 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 124 | Value 0 of Node 2 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 125 | Value 1 of Node 2 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 126 | Value 2 of Node 2 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 127 | Value 3 of Node 2 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 128 | Value 4 of Node 2 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 129 | Value 5 of Node 2 in Element9 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 81 | Value 0 of Node 0 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 82 | Value 1 of Node 0 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 83 | Value 2 of Node 0 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 84 | Value 3 of Node 0 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 85 | Value 4 of Node 0 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 86 | Value 5 of Node 0 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 217 | Value 0 of Node 1 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 218 | Value 1 of Node 1 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 219 | Value 2 of Node 1 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 220 | Value 3 of Node 1 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 221 | Value 4 of Node 1 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 87 | Value 0 of Node 2 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 88 | Value 1 of Node 2 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 89 | Value 2 of Node 2 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 90 | Value 3 of Node 2 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 91 | Value 4 of Node 2 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 92 | Value 5 of Node 2 in Element0 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 118 | Value 0 of Node 0 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 119 | Value 1 of Node 0 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 120 | Value 2 of Node 0 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 121 | Value 3 of Node 0 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 122 | Value 4 of Node 0 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 123 | Value 5 of Node 0 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 305 | Value 0 of Node 1 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 306 | Value 1 of Node 1 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 307 | Value 2 of Node 1 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 308 | Value 3 of Node 1 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 309 | Value 4 of Node 1 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 87 | Value 0 of Node 2 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 88 | Value 1 of Node 2 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 89 | Value 2 of Node 2 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 90 | Value 3 of Node 2 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 91 | Value 4 of Node 2 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 92 | Value 5 of Node 2 in Element1 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 30 | Value 0 of Node 0 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 31 | Value 1 of Node 0 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 32 | Value 2 of Node 0 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 33 | Value 3 of Node 0 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 34 | Value 4 of Node 0 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 35 | Value 5 of Node 0 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 36 | Value 6 of Node 0 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 327 | Value 0 of Node 1 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 328 | Value 1 of Node 1 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 329 | Value 2 of Node 1 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 330 | Value 3 of Node 1 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 331 | Value 4 of Node 1 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 81 | Value 0 of Node 2 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 82 | Value 1 of Node 2 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 83 | Value 2 of Node 2 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 84 | Value 3 of Node 2 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 85 | Value 4 of Node 2 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 86 | Value 5 of Node 2 in Element2 [N5oomph23NavierStokesSlipElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 4.
Eqn: 332 | Value 0 of External Data 0 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 81 | Value 0 of Node 0 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 82 | Value 1 of Node 0 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 83 | Value 2 of Node 0 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 84 | Value 3 of Node 0 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 85 | Value 4 of Node 0 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 86 | Value 5 of Node 0 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 217 | Value 0 of Node 1 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 218 | Value 1 of Node 1 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 219 | Value 2 of Node 1 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 220 | Value 3 of Node 1 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 221 | Value 4 of Node 1 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 87 | Value 0 of Node 2 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 88 | Value 1 of Node 2 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 89 | Value 2 of Node 2 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 90 | Value 3 of Node 2 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 91 | Value 4 of Node 2 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 92 | Value 5 of Node 2 in Element0 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 332 | Value 0 of External Data 0 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 118 | Value 0 of Node 0 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 119 | Value 1 of Node 0 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 120 | Value 2 of Node 0 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 121 | Value 3 of Node 0 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 122 | Value 4 of Node 0 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 123 | Value 5 of Node 0 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 305 | Value 0 of Node 1 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 306 | Value 1 of Node 1 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 307 | Value 2 of Node 1 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 308 | Value 3 of Node 1 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 309 | Value 4 of Node 1 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 87 | Value 0 of Node 2 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 88 | Value 1 of Node 2 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 89 | Value 2 of Node 2 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 90 | Value 3 of Node 2 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 91 | Value 4 of Node 2 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 92 | Value 5 of Node 2 in Element1 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 332 | Value 0 of External Data 0 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 30 | Value 0 of Node 0 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 31 | Value 1 of Node 0 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 32 | Value 2 of Node 0 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 33 | Value 3 of Node 0 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 34 | Value 4 of Node 0 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 35 | Value 5 of Node 0 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 36 | Value 6 of Node 0 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 327 | Value 0 of Node 1 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 328 | Value 1 of Node 1 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 329 | Value 2 of Node 1 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 330 | Value 3 of Node 1 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 331 | Value 4 of Node 1 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 81 | Value 0 of Node 2 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 82 | Value 1 of Node 2 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 83 | Value 2 of Node 2 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 84 | Value 3 of Node 2 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 85 | Value 4 of Node 2 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 86 | Value 5 of Node 2 in Element2 [N5oomph35SingularNavierStokesTractionElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 5.
Eqn: 332 | Value 0 of External Data 0 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 12 | Value 0 of Node 0 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 13 | Value 1 of Node 0 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 14 | Value 2 of Node 0 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 15 | Value 3 of Node 0 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 16 | Value 4 of Node 0 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 17 | Value 5 of Node 0 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 18 | Value 6 of Node 0 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 138 | Value 0 of Node 1 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 139 | Value 1 of Node 1 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 140 | Value 2 of Node 1 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 141 | Value 3 of Node 1 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 142 | Value 4 of Node 1 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 143 | Value 5 of Node 1 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 0 | Value 0 of Node 2 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 1 | Value 1 of Node 2 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 2 | Value 2 of Node 2 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 3 | Value 3 of Node 2 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 4 | Value 4 of Node 2 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 5 | Value 5 of Node 2 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 6 | Value 6 of Node 2 in Element0 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 332 | Value 0 of External Data 0 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 12 | Value 0 of Node 0 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 13 | Value 1 of Node 0 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 14 | Value 2 of Node 0 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 15 | Value 3 of Node 0 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 16 | Value 4 of Node 0 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 17 | Value 5 of Node 0 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 18 | Value 6 of Node 0 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 173 | Value 0 of Node 1 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 174 | Value 1 of Node 1 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 175 | Value 2 of Node 1 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 176 | Value 3 of Node 1 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 177 | Value 4 of Node 1 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
Eqn: 178 | Value 5 of Node 1 in Element1 [N5oomph23SingularFarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 6.
